hash,filename,found_in_folders,0,01_Hongo podrido,02_Magullado,03_Sobre maduro,04_Inmadura albina,05_Cenicilla bronceada,06_Presencia y daño de insecto,07_Deforme,n_labels
c7dcc9ad3167d73f48f0f6e1eb8d7782,WhatsApp Image 2026-02-26 at 9_lnu.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
efd191f12bcbab09556e69d2fda2d79e,WhatsApp Image 2026-02-26 at 4_RJ3.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
0d480a6428494e68b4efa451a2592edd,WhatsApp Image 2026-02-26 at 4_BLN.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
a45164b786174e4e91d2132012bbf0cf,WhatsApp Image 2025-10-07 at 21_qRG.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
1452c2c3d893793eb77a46d0f5121990,WhatsApp Image 2026-02-26 at 4_s4i.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
e3c76300c09e9a308a2c669c6acde345,28a51343-d1f6-43ee-bb55-d0cb56b21972_3aX.png,"02_Magullado, 07_Deforme",0,0,1,0,0,0,0,1,2
efe7eb56008be83010358cb96eed7e4d,WhatsApp Image 2026-02-26 at 4_dcG.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
60c37c2a836420e047703b9797f5173d,0b23c9d5-33ea-4a43-9e9a-91b04ee428ae_03Y.png,"02_Magullado, 04_Inmadura albina",0,0,1,0,1,0,0,0,2
5b9bc45d1c42c89f90bcbb2b9b434351,trKpL_bkW.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
0dd2345c7551a8d5fff7926a197d4654,WhatsApp Image 2026-02-26 at 1_UYo.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
c415dc0ba4a90271e06f590bb0f19d66,WhatsApp Image 2026-02-26 at 4_CDd.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
64ca0cb7b882da29cfe5527e7dd17221,WhatsApp Image 2026-02-26 at 4_81J.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
a82f641d7f3cdbd3b7355bd33211d432,WhatsApp Image 2026-02-26 at 4_hoI.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
629f8b903c323b19f1f53bb36d572869,f40ee39d-a6d4-4c49-ab1e-8cf618b046d2_c6v.png,"02_Magullado, 07_Deforme",0,0,1,0,0,0,0,1,2
582f92d68bdfe02f2a45ed1de4676210,fresa_485_TO6.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
cfd69459d91c2808bf58516a1740bfbc,WhatsApp Image 2026-02-26 at 4_fmy.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
f055db0d1c8c76f08efe6de7f772bae0,76c57d61-8284-4079-8698-4e1d56fa53e7_OSN.png,"02_Magullado, 07_Deforme",0,0,1,0,0,0,0,1,2
3d8219f68dc6293f9a17f97f7b3221fa,WhatsApp Image 2026-02-26 at 9_A0B.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
cf9aca1c94945debfa6e32613fe8ae00,WhatsApp Image 2026-02-26 at 4_vG1.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
27f99f456c5efc3f995265ad24f815c9,dcc1f24b-34e1-4ea6-968b-92bd86b03d12_5Qg.png,"02_Magullado, 07_Deforme",0,0,1,0,0,0,0,1,2
0f2104f8e023f71679bf8c754ddadc03,WhatsApp Image 2026-02-26 at 9_fT0.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
575131dde0ccfb4e93fd797aef042ebc,WhatsApp Image 2026-02-26 at 4_MqO.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
ce8ef9e5e3d4467168ba10529bb98b0e,WhatsApp Image 2026-02-26 at 4_A36.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
787ecffceb8bec14347a4ee49325fef9,fresa76_iRM.png,"06_Presencia y daño de insecto, 07_Deforme",0,0,0,0,0,0,1,1,2
bf7faa2360e36af671729c6ad1962a3a,WhatsApp Image 2026-02-26 at 4_ftH.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
3b4b65bcca3ddfcbfc051358aa498ba1,f9449f15-7067-4622-93c8-8c9f7e9a73a3_u2L.png,"02_Magullado, 07_Deforme",0,0,1,0,0,0,0,1,2
e741e381c403f75f7015e219cd52d746,WhatsApp Image 2026-02-26 at 4_f8C.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
29e37e1f77bf3e2af9048897cb87dc28,fb8632b0-81a6-462c-8992-f8841f9632aa_Qwg.png,"02_Magullado, 04_Inmadura albina",0,0,1,0,1,0,0,0,2
202437e50313fcc344aa4ef5dfa31b97,WhatsApp Image 2026-02-25 at 4_cRy.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
7d3e2f2eda423bf3993fc9a645c09099,WhatsApp Image 2026-02-26 at 4_HyJ.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
263f4db78db5a73dbb90d7481f823f35,WhatsApp Image 2026-02-26 at 4_HYt.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
ea1d1f4b4b85f69b9f2e034eaa46776a,WhatsApp Image 2026-02-26 at 4_JLW.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
f2477e0a71b489e7ae5b4e08f06c1356,WhatsApp Image 2025-10-07 at 21_M7w.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
47b76eb3b54f54701e08b7b2a5319e51,WhatsApp Image 2026-02-26 at 4_6s6.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
d53b076b67889c676ef96e5bfcadc249,WhatsApp Image 2026-02-26 at 4_xf5.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
804be248e1da3edc55d6fc588eeb0fa4,fresa37_Gxx.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
189e51eb8b12592be3eb3176de0be118,WhatsApp Image 2026-02-26 at 4_3Yx.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
4c3c705f10238ed622d79944cab394d3,WhatsApp Image 2025-10-07 at 21_iTB.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
aa0a7f0231febddb4681145e967d41f1,929c985c-43cf-494c-bcba-d109dc8a60b1_rTq.png,"02_Magullado, 07_Deforme",0,0,1,0,0,0,0,1,2
dd2c28e30aa5398f511f27b5b43eae5d,WhatsApp Image 2026-02-26 at 4_FNM.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
ec9e063acfecd98842850bb38d84b9bb,ca5d62b1-f673-4109-8687-1087f3af3e01_H-O.png,"02_Magullado, 07_Deforme",0,0,1,0,0,0,0,1,2
03430ed7ec79e569b75d98f254b9a63f,WhatsApp Image 2026-02-26 at 4_cP9.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
0614f33217ef9da51951ef946835941f,WhatsApp Image 2026-02-26 at 1_H9D.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
87e086d00795e50826381719d5c4abb0,WhatsApp Image 2026-02-26 at 4_S8E.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
d1f3bb8aea220e649c027c20a7c17d3a,0dcdfcb8-97ea-4302-aa46-c417a43d5e9b_CzW.png,"02_Magullado, 07_Deforme",0,0,1,0,0,0,0,1,2
bff87eea5618adfadc960ddb813b30bd,WhatsApp Image 2026-02-26 at 4_-kN.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
6b2932dc9fcbf5363d1217cc67f1e991,WhatsApp Image 2026-02-26 at 4_yDe.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
7a2b21c175718d22ff992bc76b476da4,WhatsApp Image 2026-02-26 at 4_rtt.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
0be0295164c5ef6b730b8c133a445e82,WhatsApp Image 2026-02-26 at 4_k9-.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
31bcaa74f2f0efc353e7de7bb8ff8570,WhatsApp Image 2026-02-26 at 4_Skv.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
934f8d446c27797451cdedc91fada0f9,WhatsApp Image 2026-02-26 at 4_5ty.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
557e950f36bcf386c13f1a2e6613d2d3,WhatsApp Image 2026-02-26 at 4_L4C.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
e80417988848a53028990392ac9aae88,WhatsApp Image 2026-02-26 at 4_8f9.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
39a0e93f837476d0843843f42a8909f7,WhatsApp Image 2026-02-26 at 9_H-d.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
1ec14d4ef0f861f5db9b8f972712762b,WhatsApp Image 2025-10-07 at 21_4m5.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
7b3a986bc42939e504c66cbe5ef0278c,WhatsApp Image 2026-02-26 at 4_jmP.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
adddfc769787e29f2630dc4f63b8ae2a,WhatsApp Image 2026-02-26 at 4_YoU.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
ebf00eef5e3171068ac4ac0059775fe6,WhatsApp Image 2026-02-26 at 4_qZY.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
0c07c631cf815c00b775a9c7a79f0a9b,3112ecba-b8bc-43cb-bf65-7c18c6b7bde6_T4k.png,"02_Magullado, 07_Deforme",0,0,1,0,0,0,0,1,2
e1b0824f947c352411221dd3fcc26248,WhatsApp Image 2026-02-26 at 4_Um5.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
ef6ca2debf9ad1a64ae0e548a108597e,fresa20_QUd.png,"03_Sobre maduro, 07_Deforme",0,0,0,1,0,0,0,1,2
b242af9b5eecb1c6d18a954febb1ce48,WhatsApp Image 2025-10-07 at 21_27C.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
e56c83a7874084a32fbdd3786771f543,WhatsApp Image 2026-02-26 at 4_iKE.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
572b2ed4db7e408e6cbcd5281ea32af6,WhatsApp Image 2026-02-26 at 4_g3f.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
2c7035fd236c17b4d358a0c0e3548433,inbound3168189848684186905_3hL.png,"03_Sobre maduro, 07_Deforme",0,0,0,1,0,0,0,1,2
6beb19e4f97e51ced966bb4dd5ddb0b4,WhatsApp Image 2025-10-07 at 21_nix.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
ea1ba438f6acf8fab2c2a8f1ac3f2150,d1b5336f-42f1-447e-b20b-601510872733_bZa.png,"02_Magullado, 07_Deforme",0,0,1,0,0,0,0,1,2
a27e29958ab9c4b126cf1b898f175356,WhatsApp Image 2026-02-26 at 4_Y4D.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
bc745d8947ba8d71b03bf1d42dce96f4,WhatsApp Image 2026-02-25 at 5_d8x.png,"03_Sobre maduro, 07_Deforme",0,0,0,1,0,0,0,1,2
14c3a5f32ea122e388a32821a1e042f6,inbound4588515839211701289_7WC.png,"03_Sobre maduro, 07_Deforme",0,0,0,1,0,0,0,1,2
283b3d543f98fc969cbdcff43c14b6f3,WhatsApp Image 2025-10-07 at 21_Roi.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
ae14d9f636eed49ce27ed44568b4bb23,WhatsApp Image 2026-02-26 at 4_LM5.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
db4e81efa655006674021e665ec69214,5f76aaed-397b-4e14-8546-617cc1b2371d_uDE.png,"02_Magullado, 07_Deforme",0,0,1,0,0,0,0,1,2
10b86e3fae934552aff7a6c56597ad92,WhatsApp Image 2026-02-26 at 4_9Un.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
e189e644533f31c67bbb33012104bcbd,056a4727-0bf7-4fad-9a23-b1bba517837c_K1v.png,"02_Magullado, 07_Deforme",0,0,1,0,0,0,0,1,2
189a87eaa877556ce068ab8d79e89473,WhatsApp Image 2026-02-26 at 4_BMl.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
a21b993cd0e4a667f26436c8a56fba17,WhatsApp Image 2026-02-26 at 4_UMv.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
d8c740e717f1fa6ab50de4fd906a7114,inbound7280002282876892968_SpH.png,"03_Sobre maduro, 07_Deforme",0,0,0,1,0,0,0,1,2
9e797cfe8c0ebdf3af0a54aed01f09ad,WhatsApp Image 2026-02-26 at 1_LlJ.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
77ac6f902dee506cbd68c0416e07dc0b,WhatsApp Image 2026-02-26 at 4_7C2.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
57d96cd77f9bd7a10cac65c58903c73f,WhatsApp Image 2026-02-26 at 4_OsR.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
4ea2d8647bffca8d03b2fec2431a768b,WhatsApp Image 2026-02-26 at 4_nnI.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
e02b14998ce0afe488542950027ff99b,WhatsApp Image 2026-02-26 at 4_pfs.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
7638d9efe1f50f36420eae958fc4ddf4,WhatsApp Image 2026-02-26 at 4_LU7.png,"04_Inmadura albina, 07_Deforme",0,0,0,0,1,0,0,1,2
b55992d400f76db06e49acc256430838,929c985c-43cf-494c-bcba-d109dc8a60b1_BXs.png,"02_Magullado, 07_Deforme",0,0,1,0,0,0,0,1,2
c2be1add0f2ecec81b17384d348908a1,35fe8685-de86-4b34-a179-d2a1a10a52da_AJv.png,"02_Magullado, 07_Deforme",0,0,1,0,0,0,0,1,2
1537e3c6179b33ba9350affd93e824e1,591d110a-2181-4e42-922a-d7cd76cbfcc5_DxP.png,"01_Hongo podrido, 04_Inmadura albina",0,1,0,0,1,0,0,0,2
9716f0252091af9ca874213ade9ee17a,d519e251-bd44-42ef-baed-836767585a41_IXe.png,"01_Hongo podrido, 04_Inmadura albina",0,1,0,0,1,0,0,0,2
b67a98c46d63b11fbb9dbb438f35f62f,5e04d5c5-b5c7-43d7-adb2-6b66160d5826_3i-.png,"02_Magullado, 07_Deforme",0,0,1,0,0,0,0,1,2
3a67393f4aeb04f63f87341118ff611f,f5a40fe0-0679-4213-91f1-71939c93e371_xKk.png,"01_Hongo podrido, 04_Inmadura albina",0,1,0,0,1,0,0,0,2
8432a4ab8dc77c601cae00447981ffcc,cd141ca7-7901-4659-9fb1-9b58ba29e698_NWk.png,"01_Hongo podrido, 04_Inmadura albina",0,1,0,0,1,0,0,0,2
12e45484d5ac0e5b1dd35233f6960185,fa9386ea-bf13-4580-871d-9b06f26d6982_m1Q.png,"02_Magullado, 07_Deforme",0,0,1,0,0,0,0,1,2
1409086699b78a7e006f6cd23ce03abe,4161849b-67b3-4dd7-85c3-2dbd110510f4_x5H.png,"01_Hongo podrido, 04_Inmadura albina",0,1,0,0,1,0,0,0,2
c2bed622d9206e34f110c7d56c7f9224,01cc4d58-14aa-40c5-8a0f-cbbe3693ceda_UqM.png,"01_Hongo podrido, 04_Inmadura albina",0,1,0,0,1,0,0,0,2
3f7bcf61c6437fec183983182158c4d5,e47837a3-5527-45d8-b225-74ed747c5c36_rZ7.png,"01_Hongo podrido, 04_Inmadura albina",0,1,0,0,1,0,0,0,2
e2cdc1f1513908e22e91c8265101373a,7cc5cea3-f5e6-444d-b446-0def1ab4da9f_Xa-.png,"01_Hongo podrido, 07_Deforme",0,1,0,0,0,0,0,1,2
40e01a718843273d4bce4b4456b05177,dac59cef-b168-4802-a01a-1319676d7816_AT5.png,"01_Hongo podrido, 04_Inmadura albina",0,1,0,0,1,0,0,0,2
966a896d08d8beeec4390a106480f7c0,173b57ba-8bf0-40ae-92f8-4c583291c39f_l05.png,"02_Magullado, 04_Inmadura albina",0,0,1,0,1,0,0,0,2
ddfa2e96c18821fd76882e99ae0f8c63,eda06175-8a7b-41ce-a45e-61fa25701148_lo7.png,"01_Hongo podrido, 07_Deforme",0,1,0,0,0,0,0,1,2
ed7c301a2b63f07312fc5136814a82dd,ce43f807-89a9-4fcb-86e3-2eefacb0fd00_Vdz.png,"02_Magullado, 07_Deforme",0,0,1,0,0,0,0,1,2
c1be7812e6bdc92f9caea6c59eeb611c,238f9c47-269c-45ff-81bd-8a15a23ae259_dzX.png,"02_Magullado, 04_Inmadura albina",0,0,1,0,1,0,0,0,2
dfd7f34d9ae6f867ad3e25b632c68a64,inbound3742550431122974720_AMH.png,"06_Presencia y daño de insecto, 07_Deforme",0,0,0,0,0,0,1,1,2
0de4864a304ee121331db3226f66830c,5a8bb3dd-5344-4db3-a922-fca8088229df_dZc.png,"02_Magullado, 07_Deforme",0,0,1,0,0,0,0,1,2
4b478ac43e2b4a0b36f8f4d9e7622169,inbound4288753967686129889_k96.png,"06_Presencia y daño de insecto, 07_Deforme",0,0,0,0,0,0,1,1,2
b7742cf81aeff0b168e92b8c0fbefc67,fresa23_ea9.png,"06_Presencia y daño de insecto, 07_Deforme",0,0,0,0,0,0,1,1,2
6983c45c1659483f4b48d2d512fd7061,fresa77_81x.png,"06_Presencia y daño de insecto, 07_Deforme",0,0,0,0,0,0,1,1,2
dcaa517ebbe33869fb557699e8c16374,inbound5268967304648720496_gTh.png,"06_Presencia y daño de insecto, 07_Deforme",0,0,0,0,0,0,1,1,2
289758909db5fb6fb6615b704bc33192,inbound6909463801077779805_WEd.png,"06_Presencia y daño de insecto, 07_Deforme",0,0,0,0,0,0,1,1,2
da1c773c960e7cb88d1d5f9693af04a7,inbound4274984720781452803_ve1.png,"06_Presencia y daño de insecto, 07_Deforme",0,0,0,0,0,0,1,1,2
eb1a49836905afc971d1b62625888e62,9a6a520a-82b5-4e76-9a04-5183ee9f4535_5nI.png,"01_Hongo podrido, 04_Inmadura albina",0,1,0,0,1,0,0,0,2
9ea3dcfefb834351b5e1bea3025e9120,b2dc0772-8ba1-4d95-9303-b91537d3f76b_Bj7.png,"01_Hongo podrido, 07_Deforme",0,1,0,0,0,0,0,1,2
3f80f6acb3577549a4f8d63976ce7536,4c967349-68aa-47f5-b7c0-8fca86fe44c6_Kdc.png,"01_Hongo podrido, 04_Inmadura albina",0,1,0,0,1,0,0,0,2
f9ac18a3e7a692fe17b8e295bce06db9,d5690ebc-b1b5-42e8-9e16-194acb7562f8_VCq.png,"01_Hongo podrido, 04_Inmadura albina",0,1,0,0,1,0,0,0,2
de170697a50ae1683f17398beedb0af6,8fa27a0e-5f35-4d1f-8495-1e878546cf4b_YbZ.png,"01_Hongo podrido, 04_Inmadura albina",0,1,0,0,1,0,0,0,2
e86f07b56ace35ce53a92c8afa2af135,b8463f41-6e22-4e16-8068-291cd48afd0c_MeY.png,"01_Hongo podrido, 04_Inmadura albina",0,1,0,0,1,0,0,0,2
9ffaa6ed19846d83e6cc7ce2042df004,d5690ebc-b1b5-42e8-9e16-194acb7562f8_sTz.png,"01_Hongo podrido, 04_Inmadura albina",0,1,0,0,1,0,0,0,2
77c4d578da5712379427d120efd73007,eadd7303-e6e1-4bce-851b-5c703f92efba_BE6.png,"01_Hongo podrido, 04_Inmadura albina",0,1,0,0,1,0,0,0,2
9ae3900b8fec2ad551e2af349f161b0c,eaa95a72-2b13-43db-9e8b-f2ec061e3cd8_j0Y.png,"01_Hongo podrido, 04_Inmadura albina",0,1,0,0,1,0,0,0,2
16082f18a6d0a05293294184200bb527,c15d9247-3ffc-47fc-bf35-d2db0b6f44c9_31O.png,"01_Hongo podrido, 04_Inmadura albina",0,1,0,0,1,0,0,0,2
